#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2269045	23765	79718	117265	122834	-	-	IL17RA	TBL1XR1	CANDF5|CD217|CDw217|IL-17RA|IL17R|hIL-17R	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,795586747	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.795586747, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96F46	-	NP_001276834|NP_055154	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2270305	51179	79718	119356	122834	RP5-871G17.1	-	HAO2	TBL1XR1	GIG16|HAOX2	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,780567467	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.780567467, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9NYQ3	-	NP_001005783|NP_057611	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2347829	84101	79718	123890	122834	-	-	USP44	TBL1XR1	-	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Lan X (2016)	PUBMED:27880911	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2347842	84101	79718	123890	122834	-	-	USP44	TBL1XR1	-	C21|DC42|IRA1|TBLR1	Affinity Capture-Western	physical	Lan X (2016)	PUBMED:27880911	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2347846	6907	79718	112770	122834	-	-	TBL1X	TBL1XR1	EBI|SMAP55|TBL1	C21|DC42|IRA1|TBLR1	Affinity Capture-Western	physical	Lan X (2016)	PUBMED:27880911	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2379197	7706	79718	113500	122834	-	-	TRIM25	TBL1XR1	EFP|RNF147|Z147|ZNF147	C21|DC42|IRA1|TBLR1	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2398588	3191	79718	109432	122834	P/OKcl.14	-	HNRNPL	TBL1XR1	HNRPL|hnRNP-L	C21|DC42|IRA1|TBLR1	Affinity Capture-RNA	physical	Fei T (2017)	PUBMED:28611215	9606	9606	High Throughput	-	-	-	-	BIOGRID	P14866	Q6NTA2	NP_001524|NP_001005335|NP_001372580	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2459619	3607	79718	109820	122834	-	-	FOXK2	TBL1XR1	ILF|ILF-1|ILF1	C21|DC42|IRA1|TBLR1	Reconstituted Complex	physical	Shan L (2016)	PUBMED:27773593	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q01167	-	NP_004505	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2465233	112399	79718	125185	122834	-	-	EGLN3	TBL1XR1	HIFP4H3|HIFPH3|PHD3	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of EGLN3 not clear	-	BIOGRID	Q9H6Z9	F8W1G2	NP_001295032|NP_071356	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2468534	79718	9611	122834	114973	-	-	TBL1XR1	NCOR1	C21|DC42|IRA1|TBLR1	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	Affinity Capture-Western	physical	Jung H (2017)	PUBMED:28152507	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2468535	79718	8841	122834	114368	-	-	TBL1XR1	HDAC3	C21|DC42|IRA1|TBLR1	HD3|RPD3|RPD3-2	Affinity Capture-Western	physical	Jung H (2017)	PUBMED:28152507	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	O15379	-	NP_003874	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2471152	9759	79718	115106	122834	-	-	HDAC4	TBL1XR1	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Rosenbluh J (2016)	PUBMED:27684187	9606	9606	High Throughput	-	-	High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).	-	BIOGRID	P56524	Q86YH7	NP_001365345|NP_001365343|NP_006028|NP_001365344|NP_001365346	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474410	4204	79718	110368	122834	-	-	MECP2	TBL1XR1	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	C21|DC42|IRA1|TBLR1	Affinity Capture-Western	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51608	Q59FJ6|D3YJ43	NP_001303266|NP_001104262|NP_004983	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474412	9611	79718	114973	122834	-	-	NCOR1	TBL1XR1	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	C21|DC42|IRA1|TBLR1	Affinity Capture-Western	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474413	4204	79718	110368	122834	-	-	MECP2	TBL1XR1	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	C21|DC42|IRA1|TBLR1	Reconstituted Complex	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51608	Q59FJ6|D3YJ43	NP_001303266|NP_001104262|NP_004983	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474418	4204	79718	110368	122834	-	-	MECP2	TBL1XR1	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	C21|DC42|IRA1|TBLR1	Co-crystal Structure	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51608	Q59FJ6|D3YJ43	NP_001303266|NP_001104262|NP_004983	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2490849	7080	79718	112936	122834	-	-	NKX2-1	TBL1XR1	BCH|BHC|NK-2|NKX2.1|NKX2A|T/EBP|TEBP|TITF1|TTF-1|TTF1	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Liu Z (2017)	PUBMED:28192407	9606	9606	High Throughput	-	-	-	-	BIOGRID	P43699	-	NP_003308|NP_001073136	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2519066	2100	79718	108404	122834	-	-	ESR2	TBL1XR1	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	C21|DC42|IRA1|TBLR1	Affinity Capture-MS	physical	Giurato G (2018)	PUBMED:29509190	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92731	Q0PTK2|Q7LCB3|F1D8N3	NP_001201832|NP_001428|NP_001201831|NP_001278641|NP_001035365|NP_001278652|NP_001258805|NP_001258806	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2538563	10642	79718	115886	122834	-	-	IGF2BP1	TBL1XR1	CRD-BP|CRDBP|IMP-1|IMP1|VICKZ1|ZBP1	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-9,169	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9NZI8	-	NP_006537|NP_001153895	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538568	79718	51112	122834	119301	-	CGI-87	TBL1XR1	TRAPPC12	C21|DC42|IRA1|TBLR1	TTC-15|TTC15	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-8,785	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	Q8WVT3	Q8N9N0	NP_057114|NP_001308031	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538571	55832	79718	120937	122834	-	-	CAND1	TBL1XR1	TIP120|TIP120A	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-8,166	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q86VP6	-	NP_060918|NP_001316604|NP_001316605|NP_001316603	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538598	79718	80006	122834	123063	-	-	TBL1XR1	TRAPPC13	C21|DC42|IRA1|TBLR1	C5orf44	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-6,724	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	A5PLN9	-	NP_001352272|NP_001087225|NP_001087224|NP_001230666|NP_001352271|NP_079217	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538603	5861	79718	111799	122834	-	-	RAB1A	TBL1XR1	RAB1|YPT1	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-6,586	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538608	5862	79718	111800	122834	-	-	RAB2A	TBL1XR1	LHX|RAB2	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-6,265	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	P61019	A0A024R7V6	NP_002856|NP_001229573	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538622	11196	79718	116365	122834	MSTP053	-	SEC23IP	TBL1XR1	P125|P125A	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-5,727	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9Y6Y8	-	NP_009121	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538654	10427	79718	115696	122834	-	-	SEC24B	TBL1XR1	SEC24	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4,713	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	O95487	-	NP_001036199|NP_006314|NP_001305014|NP_001287742|NP_001305015	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538669	55334	79718	120615	122834	UNQ714/PRO1377	-	SLC39A9	TBL1XR1	ZIP-9|ZIP9	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4,425	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9NUM3	B4DDK0|M0QX28|C4N9M8	NP_001239080|NP_001239081|NP_001239077|NP_001239079|NP_060845	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538675	22872	79718	116539	122834	HSPC275	-	SEC31A	TBL1XR1	ABP125|ABP130|HSPC334|SEC31L1	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4,256	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	O94979	A0A024RDH6|A0A024RDD3	NP_057295|NP_001177978|NP_055748|NP_001070676|NP_001287673|NP_001070674|NP_001070675|NP_001287674|NP_001305048|NP_001305049	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538682	11253	79718	116414	122834	RP11-350O14.2	-	MAN1B1	TBL1XR1	ERMAN1|MANA-ER|MRT15	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-4,168	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9UKM7	-	NP_057303	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538705	26225	79718	117616	122834	-	-	ARL5A	TBL1XR1	ARFLP5|ARL5	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-3,89	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9Y689	-	NP_817114|NP_036229|NP_001032251	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538805	84364	79718	124065	122834	Nbla10535	-	ARFGAP2	TBL1XR1	IRZ|ZFP289|ZNF289	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-2,747	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q8N6H7	G5E9L0	NP_001229761|NP_115765	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538839	79718	6929	122834	112791	-	-	TBL1XR1	TCF3	C21|DC42|IRA1|TBLR1	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-2,501	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	P15923	Q2TB39|X6REB3	NP_001129611|NP_003191	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538851	2651	79718	108921	122834	RP11-421M1.1	-	GCNT2	TBL1XR1	CCAT|CTRCT13|GCNT2C|GCNT5|IGNT|II|NACGT1|NAGCT1|ULG3|bA360O19.2|bA421M1.1	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-2,458	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q8NFS9|Q06430|Q8N0V5	-	NP_001482|NP_663630|NP_663624	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538897	10678	79718	115919	122834	-	-	B3GNT2	TBL1XR1	B3GN-T2|B3GNT|B3GNT-2|B3GNT1|BETA3GNT|BGNT2|BGnT-2	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-2,249	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	Q9NY97	-	NP_006568|NP_001306004	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538901	5878	79718	111816	122834	-	-	RAB5C	TBL1XR1	L1880|RAB5CL|RAB5L|RABL	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-2,216	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2538987	8703	79718	114246	122834	-	-	B4GALT3	TBL1XR1	beta4Gal-T3	C21|DC42|IRA1|TBLR1	Negative Genetic	genetic	Han K (2017)	PUBMED:28319085	9606	9606	High Throughput	-1,86	-	CRISPR GI screen|Cell Line:K562 (EFO:0002067)|Experimental Setup:Toxin Exposure:  Ricin at LD50 (first two pulses: 0.25 ng/ml ricin, third pulse: 0.3 ng/ml, fourth pulse: 0.35 ng/ml)|GIST: A-phenotypic negative genetic interaction|Library:Ricin-CDKO CRISPRn library|Significance Threshold: q-value<0.05	-	BIOGRID	O60512	A8K5Z0	NP_001186803|NP_001186802|NP_003770	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
